Plant,DateTime,LightIntensity,Temperature,WaterLevel,Humidity,WindSpeed,HeightGrowth
Biber,2024-01-28 12:00:00,6351.29,29.36,8.54,45.91,2.14,2.41
Nane,2024-01-28 12:00:00,5676.68,22.22,4.15,69.02,5.41,1.09
Domates,2024-01-28 18:00:00,7883.28,19.48,6.74,56.59,8.1,2.04
Biber,2024-01-28 18:00:00,4978.43,23.13,7.84,45.47,7.17,1.23
Nane,2024-01-28 18:00:00,5250.81,24.41,4.07,75.11,0.64,0.96
Domates,2024-01-29 00:00:00,7137.23,21.58,5.44,65.12,11.74,1.89
Biber,2024-01-29 00:00:00,6293.65,26.85,7.98,57.38,0.63,2.05
Nane,2024-01-29 00:00:00,5717.06,16.68,5.65,61.1,0.16,0.62
Domates,2024-01-29 06:00:00,6650.94,19.36,5.44,68.2,8.41,1.66
Biber,2024-01-29 06:00:00,4843.55,21.62,6.36,42.83,3.9,2.31
Nane,2024-01-29 06:00:00,5186.72,24.84,4.62,76.24,6.58,1.15
Domates,2024-01-29 12:00:00,6863.89,27.31,6.07,64.49,9.68,1.23
Biber,2024-01-29 12:00:00,6297.14,28.27,8.5,50.88,3.24,1.83
Nane,2024-01-29 12:00:00,3871.06,20.31,4.42,66.5,3.51,0.97
Domates,2024-01-29 18:00:00,5218.92,25.48,7.43,54.39,11.73,1.48
Biber,2024-01-29 18:00:00,4231.04,23.19,8.11,51.24,4.25,1.46
Nane,2024-01-29 18:00:00,5736.51,15.86,5.7,76.07,6.43,1.12
Domates,2024-01-30 00:00:00,7862.74,23.41,7.0,59.51,10.42,1.82
Biber,2024-01-30 00:00:00,5214.27,24.21,7.93,52.13,7.91,1.11
Nane,2024-01-30 00:00:00,3233.14,19.86,3.33,70.31,7.92,0.58
Domates,2024-01-30 06:00:00,6549.99,21.9,5.8,62.37,14.08,2.66
Biber,2024-01-30 06:00:00,6333.27,20.92,6.26,44.81,4.8,1.27
Nane,2024-01-30 06:00:00,4202.47,19.17,5.75,72.52,7.37,1.03
Domates,2024-01-30 12:00:00,6205.55,21.8,7.43,65.81,12.98,2.13
Biber,2024-01-30 12:00:00,4763.09,28.77,8.67,59.13,6.4,2.46
Nane,2024-01-30 12:00:00,4177.52,20.1,5.23,68.48,6.93,1.32
Domates,2024-01-30 18:00:00,7560.89,22.11,6.6,63.96,7.94,1.32
Biber,2024-01-30 18:00:00,4241.62,27.21,7.3,53.81,5.82,2.03
Nane,2024-01-30 18:00:00,3443.28,21.42,4.69,77.98,2.19,1.04
Domates,2024-01-31 00:00:00,7537.27,23.65,7.48,54.06,1.87,1.43
Biber,2024-01-31 00:00:00,6800.96,25.67,6.34,41.51,3.34,1.68
Nane,2024-01-31 00:00:00,4926.89,20.39,3.86,78.87,5.86,1.35
Domates,2024-01-31 06:00:00,6128.55,20.35,7.53,50.29,5.29,2.47
Biber,2024-01-31 06:00:00,4289.75,22.47,7.27,46.08,3.82,1.39
Nane,2024-01-31 06:00:00,5447.7,20.94,4.03,60.36,4.88,1.03
Domates,2024-01-31 12:00:00,5232.94,23.03,5.63,56.16,10.82,1.53
Biber,2024-01-31 12:00:00,6145.11,29.68,7.73,43.51,3.14,2.47
Nane,2024-01-31 12:00:00,5188.62,22.71,5.47,68.36,2.93,0.83
Domates,2024-01-31 18:00:00,7021.27,27.82,7.1,65.71,5.8,1.29
Biber,2024-01-31 18:00:00,5963.33,24.69,7.77,42.45,5.14,1.61
Nane,2024-01-31 18:00:00,5032.38,16.8,4.82,73.03,3.8,0.74
Domates,2024-02-01 00:00:00,5838.33,24.41,5.92,68.22,10.33,1.96
Biber,2024-02-01 00:00:00,6453.43,24.68,8.74,49.11,6.5,1.7
Nane,2024-02-01 00:00:00,5895.04,15.31,5.63,60.19,3.45,0.89
Domates,2024-02-01 06:00:00,6475.28,26.34,7.81,54.18,12.39,2.57
Biber,2024-02-01 06:00:00,4231.65,29.69,6.07,44.14,3.71,1.71
Nane,2024-02-01 06:00:00,4745.66,23.17,5.42,74.12,7.75,1.08
Domates,2024-02-01 12:00:00,5046.34,19.18,7.0,56.59,0.62,2.68
Biber,2024-02-01 12:00:00,5541.27,29.14,7.41,50.26,5.78,1.32
Nane,2024-02-01 12:00:00,5805.42,17.01,5.66,68.39,6.14,1.23
Domates,2024-02-01 18:00:00,5509.55,18.32,7.62,51.41,10.75,2.6
Biber,2024-02-01 18:00:00,6750.53,24.87,7.03,47.03,8.81,1.23
Nane,2024-02-01 18:00:00,4804.73,20.72,5.44,63.26,5.62,0.98
Domates,2024-02-02 00:00:00,6482.36,21.74,6.26,56.74,14.82,2.74
Biber,2024-02-02 00:00:00,6795.6,24.33,7.09,58.9,8.88,2.38
Nane,2024-02-02 00:00:00,5505.31,20.0,5.42,78.71,5.22,0.72
Domates,2024-02-02 06:00:00,7045.1,24.92,7.12,56.32,3.79,1.64
Biber,2024-02-02 06:00:00,5569.42,23.65,6.65,44.53,1.97,2.21
Nane,2024-02-02 06:00:00,4855.03,24.74,3.14,78.99,1.74,1.26
Domates,2024-02-02 12:00:00,5440.49,21.71,6.62,63.73,7.42,1.21
Biber,2024-02-02 12:00:00,5281.26,23.42,7.81,41.39,1.14,1.87
Nane,2024-02-02 12:00:00,4777.29,22.72,3.52,68.23,0.22,1.41
Domates,2024-02-02 18:00:00,7690.52,19.99,6.03,58.75,6.3,2.51
Biber,2024-02-02 18:00:00,6267.36,28.69,6.44,54.21,1.06,2.19
Nane,2024-02-02 18:00:00,5796.43,15.31,5.96,77.5,0.06,1.15
Domates,2024-02-03 00:00:00,5266.53,18.71,7.26,63.65,2.25,2.61
Biber,2024-02-03 00:00:00,6651.77,29.62,8.54,47.89,7.63,2.39
Nane,2024-02-03 00:00:00,3072.72,21.94,4.26,69.44,7.39,0.7
Domates,2024-02-03 06:00:00,6476.15,23.79,5.17,68.32,14.39,2.39
Biber,2024-02-03 06:00:00,4777.39,26.1,7.46,49.06,2.49,1.99
Nane,2024-02-03 06:00:00,5706.04,24.77,4.77,66.56,5.21,1.27
Domates,2024-02-03 12:00:00,7890.42,21.3,5.67,60.2,12.33,1.32
Biber,2024-02-03 12:00:00,4057.17,20.83,7.54,41.3,9.17,1.11
Nane,2024-02-03 12:00:00,3728.42,22.87,5.92,72.82,4.38,1.32
Domates,2024-02-03 18:00:00,5507.5,25.32,6.36,55.39,1.05,2.37
Biber,2024-02-03 18:00:00,5481.38,25.81,7.36,48.16,9.3,2.23
Nane,2024-02-03 18:00:00,5513.14,18.35,4.71,79.39,0.36,0.56
Domates,2024-02-04 00:00:00,5598.06,18.67,5.02,64.86,12.83,2.53
Biber,2024-02-04 00:00:00,4906.2,22.59,8.23,59.72,8.12,2.36
Nane,2024-02-04 00:00:00,5372.41,16.02,3.07,72.41,4.15,1.4
Domates,2024-02-04 06:00:00,7661.37,18.36,6.25,59.97,4.31,1.96
Biber,2024-02-04 06:00:00,6007.11,22.68,8.08,40.98,2.6,1.55
Nane,2024-02-04 06:00:00,5819.52,19.96,5.47,73.62,0.54,1.28
Domates,2024-02-04 12:00:00,6171.34,24.37,7.06,64.23,12.97,2.92
Biber,2024-02-04 12:00:00,5566.73,28.59,7.89,41.92,0.8,2.14
Nane,2024-02-04 12:00:00,4702.46,24.5,5.82,66.04,5.93,1.45
Domates,2024-02-04 18:00:00,5361.4,22.53,6.53,65.5,11.01,2.03
Biber,2024-02-04 18:00:00,5863.66,27.62,6.94,49.94,3.84,2.21
Nane,2024-02-04 18:00:00,4322.01,24.61,5.26,68.74,7.91,0.71
Domates,2024-02-05 00:00:00,6405.65,22.67,5.51,58.42,1.27,1.29
Biber,2024-02-05 00:00:00,4673.96,26.57,6.91,43.32,9.64,2.32
Nane,2024-02-05 00:00:00,4166.76,18.39,3.64,76.87,3.72,1.4
Domates,2024-02-05 06:00:00,6821.02,19.19,7.05,61.25,10.75,1.57
Biber,2024-02-05 06:00:00,4752.3,25.01,7.04,44.14,9.6,1.76
Nane,2024-02-05 06:00:00,3515.28,15.72,3.09,64.47,7.26,1.26
Domates,2024-02-05 12:00:00,7496.24,18.87,5.96,54.59,12.05,2.93
Biber,2024-02-05 12:00:00,5867.1,24.77,8.87,59.14,0.77,1.13
Nane,2024-02-05 12:00:00,5280.52,20.53,3.24,79.84,4.08,1.4
Domates,2024-02-05 18:00:00,6990.53,22.29,7.46,56.93,3.59,1.0
Biber,2024-02-05 18:00:00,6522.64,22.15,6.06,49.62,9.95,1.35
Nane,2024-02-05 18:00:00,3848.67,22.46,5.54,63.16,4.12,0.66
Domates,2024-02-06 00:00:00,6505.38,20.86,5.33,61.59,2.28,2.69
Biber,2024-02-06 00:00:00,5352.91,25.38,8.66,47.34,8.06,1.86
Nane,2024-02-06 00:00:00,5137.16,24.73,4.66,78.56,1.33,1.01
Domates,2024-02-06 06:00:00,7416.72,22.11,6.13,51.5,13.65,1.16
Biber,2024-02-06 06:00:00,6544.6,25.53,6.86,56.22,4.87,2.46
Nane,2024-02-06 06:00:00,3146.8,23.85,4.07,75.33,0.62,0.93
Domates,2024-02-06 12:00:00,5013.6,24.52,6.51,63.46,14.99,2.67
Biber,2024-02-06 12:00:00,4235.36,20.73,6.08,44.86,0.71,2.05
Nane,2024-02-06 12:00:00,4549.11,22.87,5.04,70.17,2.92,1.47
Domates,2024-02-06 18:00:00,6160.93,23.58,7.43,59.12,7.87,2.76
Biber,2024-02-06 18:00:00,4091.09,28.3,6.16,46.11,6.49,2.48
Nane,2024-02-06 18:00:00,5200.44,17.35,5.34,78.88,6.1,0.58
Domates,2024-02-07 00:00:00,5486.17,21.39,5.55,52.12,8.07,1.89
Biber,2024-02-07 00:00:00,6533.35,27.24,8.07,47.67,6.1,2.17
Nane,2024-02-07 00:00:00,3050.78,17.95,5.4,64.05,6.49,1.2
Domates,2024-02-07 06:00:00,7996.63,18.24,6.24,68.0,6.63,1.28
Biber,2024-02-07 06:00:00,5234.89,29.45,6.86,42.45,7.53,2.03
Nane,2024-02-07 06:00:00,4685.18,19.07,4.5,68.98,1.5,1.24
Domates,2024-02-07 12:00:00,5247.81,25.49,7.92,66.05,1.42,1.17
Biber,2024-02-07 12:00:00,6069.04,24.63,7.5,40.45,4.61,2.43
Nane,2024-02-07 12:00:00,5579.88,16.21,5.29,74.9,1.68,1.27
Domates,2024-02-07 18:00:00,5278.4,18.88,6.61,69.24,5.24,2.63
Biber,2024-02-07 18:00:00,6754.68,26.11,8.65,52.78,7.89,0.93
Nane,2024-02-07 18:00:00,3056.97,15.83,5.01,75.59,1.15,1.48
Domates,2024-02-08 00:00:00,7934.74,18.57,6.91,54.32,1.96,2.9
Biber,2024-02-08 00:00:00,4885.1,24.49,8.04,56.13,5.96,0.94
Nane,2024-02-08 00:00:00,5178.07,21.68,5.12,60.64,3.09,1.29
Domates,2024-02-08 06:00:00,7365.72,27.08,7.29,54.48,10.93,1.7
Biber,2024-02-08 06:00:00,6520.89,23.48,7.03,49.24,3.7,2.13
Nane,2024-02-08 06:00:00,5297.74,24.25,4.01,76.2,6.03,0.95
Domates,2024-02-08 12:00:00,7430.91,21.72,6.72,61.13,6.89,1.01
Biber,2024-02-08 12:00:00,4380.32,20.6,6.77,59.2,3.79,1.6
Nane,2024-02-08 12:00:00,4177.53,16.88,5.15,75.21,6.6,0.6
Domates,2024-02-08 18:00:00,6283.78,20.47,5.21,65.55,12.58,2.43
Biber,2024-02-08 18:00:00,6383.52,23.17,8.53,52.03,9.95,2.04
Nane,2024-02-08 18:00:00,5863.07,21.94,3.3,73.85,6.97,1.03
Domates,2024-02-09 00:00:00,6333.92,23.72,6.14,55.26,0.61,2.33
Biber,2024-02-09 00:00:00,5696.29,24.43,8.01,45.4,3.97,1.83
Nane,2024-02-09 00:00:00,3622.25,23.0,3.28,60.61,5.55,1.04
Domates,2024-02-09 06:00:00,6523.34,24.38,7.27,50.73,0.18,1.98
Biber,2024-02-09 06:00:00,4357.58,27.96,7.71,53.39,0.37,1.66
Nane,2024-02-09 06:00:00,3087.34,19.58,4.35,75.73,4.32,0.58
Domates,2024-02-09 12:00:00,6036.45,23.46,6.32,50.42,14.42,2.06
Biber,2024-02-09 12:00:00,4974.76,20.59,6.14,42.99,4.58,1.33
Nane,2024-02-09 12:00:00,5191.43,20.93,4.71,70.71,7.82,0.59
Domates,2024-02-09 18:00:00,5137.34,26.18,7.1,61.53,11.66,1.49
Biber,2024-02-09 18:00:00,4461.39,26.41,7.67,44.54,0.58,2.32
Nane,2024-02-09 18:00:00,4584.32,18.14,4.16,74.06,6.5,0.81
Domates,2024-02-10 00:00:00,5831.2,26.57,5.1,65.27,7.42,1.32
Biber,2024-02-10 00:00:00,5306.79,24.92,7.48,42.84,2.71,1.78
Nane,2024-02-10 00:00:00,3071.05,16.62,4.64,67.97,2.31,1.24
Domates,2024-02-10 06:00:00,6556.51,25.14,7.92,58.3,1.89,2.61
Biber,2024-02-10 06:00:00,4101.55,21.18,6.5,55.5,9.97,0.86
Nane,2024-02-10 06:00:00,4656.54,18.18,4.53,71.06,4.32,1.18
Domates,2024-02-10 12:00:00,5172.17,23.07,7.96,57.4,4.99,2.45
Biber,2024-02-10 12:00:00,6662.84,27.62,8.48,52.78,8.85,0.88
Nane,2024-02-10 12:00:00,5895.6,18.22,3.81,60.28,6.53,0.94
Domates,2024-02-10 18:00:00,5225.18,24.34,7.88,58.1,0.47,1.84
Biber,2024-02-10 18:00:00,4544.55,28.11,6.38,52.35,2.81,1.43
Nane,2024-02-10 18:00:00,4262.4,20.45,5.64,61.18,2.67,0.79
Domates,2024-02-11 00:00:00,5982.13,20.69,6.12,57.66,1.39,2.24
Biber,2024-02-11 00:00:00,4164.98,20.52,7.28,44.5,2.19,2.42
Nane,2024-02-11 00:00:00,3299.21,23.88,5.42,60.94,3.55,0.87
Domates,2024-02-11 06:00:00,5804.85,20.0,7.43,65.88,13.24,2.13
Biber,2024-02-11 06:00:00,5021.69,23.04,7.9,41.64,1.06,2.2
Nane,2024-02-11 06:00:00,4726.1,18.53,5.58,63.43,6.9,1.34
Domates,2024-02-11 12:00:00,6252.65,18.76,5.61,60.83,11.72,1.07
Biber,2024-02-11 12:00:00,4415.26,25.56,6.73,58.87,8.37,1.16
Nane,2024-02-11 12:00:00,4051.78,18.06,3.17,67.41,3.22,0.5
Domates,2024-02-11 18:00:00,6742.85,19.66,7.69,60.88,5.73,2.29
Biber,2024-02-11 18:00:00,6763.52,23.76,8.4,44.5,8.08,1.13
Nane,2024-02-11 18:00:00,5869.86,19.66,4.65,68.73,4.37,1.17
Domates,2024-02-12 00:00:00,6690.66,23.57,7.28,68.97,7.6,2.26
Biber,2024-02-12 00:00:00,6047.56,22.1,7.76,48.36,2.53,1.44
Nane,2024-02-12 00:00:00,5206.84,17.85,5.29,62.82,4.66,0.8
Domates,2024-02-12 06:00:00,7589.58,27.69,6.11,66.39,4.52,2.42
Biber,2024-02-12 06:00:00,6140.22,25.42,7.95,51.97,7.19,1.54
Nane,2024-02-12 06:00:00,4237.59,17.6,3.6,62.92,6.26,1.13
Domates,2024-02-12 12:00:00,5236.24,26.83,6.34,68.04,5.8,2.25
Biber,2024-02-12 12:00:00,6961.77,20.79,8.35,55.04,1.0,2.32
Nane,2024-02-12 12:00:00,3963.09,21.46,5.36,77.5,4.72,0.96
Domates,2024-02-12 18:00:00,6724.24,21.91,6.55,57.43,0.57,2.02
Biber,2024-02-12 18:00:00,4368.43,24.88,6.15,46.77,0.89,1.54
Nane,2024-02-12 18:00:00,5314.77,24.42,5.67,67.04,3.23,0.51
Domates,2024-02-13 00:00:00,6722.11,21.05,7.29,66.21,1.88,2.93
Biber,2024-02-13 00:00:00,5944.79,26.04,6.02,44.92,5.32,1.78
Nane,2024-02-13 00:00:00,3730.94,22.19,5.56,73.73,2.37,1.12
Domates,2024-02-13 06:00:00,6235.15,23.01,7.67,53.74,2.76,1.19
Biber,2024-02-13 06:00:00,5984.34,21.58,8.5,46.62,3.74,2.15
Nane,2024-02-13 06:00:00,5361.51,21.68,5.7,73.55,4.8,1.03
Domates,2024-02-13 12:00:00,7882.33,23.31,5.92,63.95,10.29,1.43
Biber,2024-02-13 12:00:00,6255.68,26.28,7.17,43.33,1.02,2.15
Nane,2024-02-13 12:00:00,4919.45,20.19,3.34,66.78,7.76,1.18
Domates,2024-02-13 18:00:00,7055.84,24.34,7.57,52.22,13.87,2.67
Biber,2024-02-13 18:00:00,6191.47,28.92,8.94,59.79,4.21,1.68
Nane,2024-02-13 18:00:00,5713.95,16.4,4.2,69.92,7.05,0.9
Domates,2024-02-14 00:00:00,5639.81,18.29,6.39,62.01,0.47,1.31
Biber,2024-02-14 00:00:00,4716.32,28.06,6.7,58.63,1.48,1.75
Nane,2024-02-14 00:00:00,5041.65,20.61,3.73,61.41,0.73,1.37
Domates,2024-02-14 06:00:00,5260.48,25.71,7.74,50.82,4.77,1.38
Biber,2024-02-14 06:00:00,4022.46,23.37,7.73,58.9,4.7,1.61
Nane,2024-02-14 06:00:00,5421.07,15.09,5.88,76.45,0.77,1.49
Domates,2024-02-14 12:00:00,5566.62,25.39,7.81,57.58,9.39,2.64
Biber,2024-02-14 12:00:00,4327.42,23.23,6.02,59.14,6.97,2.04
Nane,2024-02-14 12:00:00,4668.52,18.86,3.8,62.46,2.98,0.99
Domates,2024-02-14 18:00:00,5417.58,22.25,5.72,56.6,1.88,2.6
Biber,2024-02-14 18:00:00,4895.42,29.79,8.33,41.65,5.55,0.95
Nane,2024-02-14 18:00:00,4282.99,22.41,5.24,61.48,1.14,1.26
Domates,2024-02-15 00:00:00,5804.23,19.21,5.66,64.87,3.71,2.6
Biber,2024-02-15 00:00:00,6219.66,24.69,7.03,42.29,6.89,2.19
Nane,2024-02-15 00:00:00,5052.7,20.75,5.02,68.18,5.42,1.07
Domates,2024-02-15 06:00:00,6856.25,21.77,5.39,55.61,1.3,1.43
Biber,2024-02-15 06:00:00,6427.35,23.29,7.04,57.14,7.35,1.87
Nane,2024-02-15 06:00:00,5144.01,16.56,3.98,75.84,5.72,1.23
Domates,2024-02-15 12:00:00,5358.46,18.69,7.54,56.7,5.24,2.08
Biber,2024-02-15 12:00:00,5225.46,20.23,7.4,58.91,2.08,1.89
Nane,2024-02-15 12:00:00,4897.75,21.96,5.02,63.7,5.27,1.26
Domates,2024-02-15 18:00:00,7227.49,18.8,7.97,60.79,14.98,2.99
Biber,2024-02-15 18:00:00,4135.45,26.5,7.32,50.5,6.21,0.88
Nane,2024-02-15 18:00:00,3345.28,19.25,4.47,77.26,7.53,0.64
Domates,2024-02-16 00:00:00,5345.25,20.27,7.03,50.11,10.44,1.98
Biber,2024-02-16 00:00:00,4866.09,23.68,8.03,41.24,9.7,0.83
Nane,2024-02-16 00:00:00,4825.82,24.15,5.24,61.64,2.02,0.76
Domates,2024-02-16 06:00:00,6052.07,24.72,7.97,50.43,0.28,1.3
Biber,2024-02-16 06:00:00,4256.03,29.98,8.18,47.57,2.08,1.54
Nane,2024-02-16 06:00:00,5303.58,24.9,4.12,66.45,4.71,1.0
Domates,2024-02-16 12:00:00,7282.89,20.05,6.22,68.36,9.35,1.85
Biber,2024-02-16 12:00:00,6045.69,20.27,6.23,56.75,1.75,1.14
Nane,2024-02-16 12:00:00,5177.45,15.42,4.2,63.6,4.68,0.54
Domates,2024-02-16 18:00:00,7062.64,19.94,6.53,50.19,2.4,2.55
Biber,2024-02-16 18:00:00,5518.47,28.79,6.92,48.61,6.3,0.95
Nane,2024-02-16 18:00:00,3200.67,21.95,4.37,61.82,6.2,0.88
Domates,2024-02-17 00:00:00,5841.33,24.07,7.37,51.08,5.25,1.21
Biber,2024-02-17 00:00:00,5404.61,27.45,8.69,59.25,8.21,1.03
Nane,2024-02-17 00:00:00,4029.62,16.25,5.45,62.27,7.72,0.52
Domates,2024-02-17 06:00:00,7496.98,23.32,5.92,51.02,3.71,2.42
Biber,2024-02-17 06:00:00,5013.56,22.91,8.08,51.26,7.99,1.75
Nane,2024-02-17 06:00:00,5899.27,16.81,3.89,69.29,0.9,1.47
Domates,2024-02-17 12:00:00,5702.27,20.66,7.08,57.45,2.14,2.17
Biber,2024-02-17 12:00:00,5567.55,23.33,8.86,51.66,1.74,1.29
Nane,2024-02-17 12:00:00,4792.22,19.01,4.04,61.03,4.67,1.04
Domates,2024-02-17 18:00:00,5809.25,23.11,5.98,55.3,2.73,1.65
Biber,2024-02-17 18:00:00,4036.13,20.12,6.73,45.41,6.54,1.76
Nane,2024-02-17 18:00:00,3266.93,21.33,3.0,69.01,4.84,0.74
Domates,2024-02-18 00:00:00,5920.86,26.15,6.28,52.93,7.6,2.0
Biber,2024-02-18 00:00:00,6466.25,26.27,7.61,48.68,4.9,1.0
Nane,2024-02-18 00:00:00,4167.78,20.5,4.23,61.16,0.4,1.11
Domates,2024-02-18 06:00:00,6699.53,25.66,5.73,64.55,12.86,1.62
Biber,2024-02-18 06:00:00,6305.87,28.7,8.89,58.22,8.34,2.1
Nane,2024-02-18 06:00:00,4398.01,24.12,4.5,78.15,1.18,0.75
Domates,2024-02-18 12:00:00,6398.93,25.93,6.9,63.11,11.27,1.68
Biber,2024-02-18 12:00:00,6303.01,28.16,6.34,46.01,3.87,1.53
Nane,2024-02-18 12:00:00,3194.63,15.64,3.47,72.93,0.01,0.67
Domates,2024-02-18 18:00:00,6213.04,24.52,5.55,52.64,14.51,2.11
Biber,2024-02-18 18:00:00,5837.34,22.33,8.13,48.76,6.73,1.72
Nane,2024-02-18 18:00:00,5305.84,16.54,5.01,64.29,4.95,1.13
Domates,2024-02-19 00:00:00,7411.16,19.5,5.27,54.82,0.64,1.1
Biber,2024-02-19 00:00:00,6208.63,29.45,6.58,59.98,6.64,0.84
Nane,2024-02-19 00:00:00,5905.44,15.21,4.79,60.25,2.62,0.51
Domates,2024-02-19 06:00:00,5402.38,20.41,6.52,62.72,3.9,2.88
Biber,2024-02-19 06:00:00,4181.07,22.34,8.51,45.13,7.52,2.48
Nane,2024-02-19 06:00:00,5981.9,21.55,4.92,78.97,5.95,1.5
Domates,2024-02-19 12:00:00,7629.39,25.02,5.62,60.02,7.78,1.41
Biber,2024-02-19 12:00:00,6316.79,24.57,7.66,54.89,2.35,1.6
Nane,2024-02-19 12:00:00,3511.73,15.93,3.22,61.62,7.96,1.4
Domates,2024-02-19 18:00:00,5402.82,23.76,7.92,62.11,4.03,2.81
Biber,2024-02-19 18:00:00,5019.31,27.35,6.6,45.97,6.65,2.45
Nane,2024-02-19 18:00:00,4182.98,15.18,3.65,77.66,3.03,1.35
Domates,2024-02-20 00:00:00,5742.0,26.2,5.51,51.47,5.18,2.22
Biber,2024-02-20 00:00:00,5895.84,24.66,8.22,53.94,2.99,1.68
Nane,2024-02-20 00:00:00,4540.38,16.06,3.67,68.17,4.25,0.84
Domates,2024-02-20 06:00:00,5378.67,21.21,6.18,56.11,3.54,2.24
Biber,2024-02-20 06:00:00,4400.71,20.62,7.84,56.21,2.66,1.47
Nane,2024-02-20 06:00:00,3170.07,22.97,3.5,74.65,7.59,1.14
Domates,2024-02-20 12:00:00,7832.48,21.39,7.65,64.38,4.4,1.24
Biber,2024-02-20 12:00:00,6583.87,27.45,7.79,44.97,7.29,1.55
Nane,2024-02-20 12:00:00,4791.1,20.7,5.93,69.72,6.41,1.0
Domates,2024-02-20 18:00:00,6305.57,18.47,6.78,67.85,12.53,1.41
Biber,2024-02-20 18:00:00,5509.15,24.81,7.94,55.5,2.9,2.31
Nane,2024-02-20 18:00:00,3468.88,16.5,4.62,70.29,4.72,0.97
Domates,2024-02-21 00:00:00,5630.79,24.63,6.75,53.04,2.03,1.12
Biber,2024-02-21 00:00:00,6192.98,25.41,8.51,46.82,3.73,0.94
Nane,2024-02-21 00:00:00,3890.39,24.46,4.98,62.51,3.44,0.84
Domates,2024-02-21 06:00:00,6255.84,18.76,7.65,69.5,2.87,2.41
Biber,2024-02-21 06:00:00,6110.02,23.36,6.81,54.94,1.02,0.84
Nane,2024-02-21 06:00:00,4892.76,23.79,4.61,71.76,0.39,0.63
Domates,2024-02-21 12:00:00,7826.05,19.26,7.08,62.3,10.4,1.56
Biber,2024-02-21 12:00:00,6767.58,25.41,7.63,42.49,0.68,0.91
Nane,2024-02-21 12:00:00,3608.23,22.69,5.75,63.28,0.11,0.51
Domates,2024-02-21 18:00:00,6617.69,24.54,6.45,57.17,5.96,1.23
Biber,2024-02-21 18:00:00,6466.22,21.6,7.93,53.48,1.72,1.92
Nane,2024-02-21 18:00:00,3924.29,24.06,3.55,75.77,1.74,0.67
Domates,2024-02-22 00:00:00,5463.45,19.57,6.88,63.1,10.65,2.21
Biber,2024-02-22 00:00:00,6148.03,22.39,6.28,57.76,4.6,1.68
Nane,2024-02-22 00:00:00,4842.57,15.77,3.14,68.28,4.83,0.97
Domates,2024-02-22 06:00:00,5616.77,18.09,5.88,58.01,12.68,2.56
Biber,2024-02-22 06:00:00,4211.5,26.82,8.32,54.65,8.04,1.84
Nane,2024-02-22 06:00:00,3696.27,21.37,5.65,65.76,7.98,1.11
Domates,2024-02-22 12:00:00,7185.24,20.14,6.34,61.23,0.12,1.68
Biber,2024-02-22 12:00:00,5153.1,26.0,6.82,56.45,1.16,1.82
Nane,2024-02-22 12:00:00,4691.85,22.82,5.59,65.11,1.14,0.62
Domates,2024-02-22 18:00:00,6021.73,24.85,5.29,63.03,14.81,1.65
Biber,2024-02-22 18:00:00,5660.46,27.75,7.63,43.69,8.45,1.09
Nane,2024-02-22 18:00:00,3865.7,17.41,3.95,67.43,6.53,1.23
Domates,2024-02-23 00:00:00,5753.66,18.45,7.72,66.72,2.19,1.41
Biber,2024-02-23 00:00:00,4093.03,24.23,7.2,43.81,9.74,2.22
Nane,2024-02-23 00:00:00,3574.01,24.45,3.01,70.87,0.4,1.13
Domates,2024-02-23 06:00:00,5616.95,25.48,5.47,68.95,0.5,1.54
Biber,2024-02-23 06:00:00,5520.95,23.2,7.99,46.18,0.94,1.1
Nane,2024-02-23 06:00:00,3367.59,21.39,4.96,72.57,2.94,1.11
Domates,2024-02-23 12:00:00,6624.56,23.75,7.03,61.09,14.77,1.57
Biber,2024-02-23 12:00:00,6943.93,24.41,7.46,51.12,7.68,1.99
Nane,2024-02-23 12:00:00,3008.94,16.34,4.9,70.44,0.12,1.48
Domates,2024-02-23 18:00:00,6532.39,24.44,6.96,69.89,9.63,2.84
Biber,2024-02-23 18:00:00,5851.72,22.7,7.49,41.52,8.74,2.14
Nane,2024-02-23 18:00:00,4764.35,18.21,4.02,77.36,1.27,0.55
Domates,2024-02-24 00:00:00,7351.15,27.98,7.4,51.58,9.62,1.9
Biber,2024-02-24 00:00:00,5093.26,29.0,8.59,41.82,1.14,1.5
Nane,2024-02-24 00:00:00,5148.82,18.0,4.02,67.0,0.74,0.98
Domates,2024-02-24 06:00:00,7504.54,19.33,7.31,61.98,13.48,1.9
Biber,2024-02-24 06:00:00,6465.2,27.51,7.1,51.82,8.27,1.44
Nane,2024-02-24 06:00:00,3993.29,21.72,5.98,68.75,5.47,0.56
Domates,2024-02-24 12:00:00,7727.08,27.22,6.39,57.72,0.13,2.64
Biber,2024-02-24 12:00:00,4546.53,20.64,6.73,40.53,5.88,2.15
Nane,2024-02-24 12:00:00,4320.33,17.36,5.27,66.63,3.33,0.8
Domates,2024-02-24 18:00:00,7550.8,19.76,6.9,61.5,4.46,1.34
Biber,2024-02-24 18:00:00,6095.34,23.57,6.61,52.93,6.51,1.45
Nane,2024-02-24 18:00:00,3823.64,22.17,3.83,75.18,1.84,0.93
Domates,2024-02-25 00:00:00,6237.65,23.3,5.8,51.88,0.66,2.24
Biber,2024-02-25 00:00:00,4500.53,22.7,6.28,49.31,8.8,0.97
Nane,2024-02-25 00:00:00,5625.93,15.97,5.57,76.99,1.02,1.35
